FEATURE_ID,FEATURE_NAME,FEATURE_CLASS,STATE_ALPHA,STATE_NUMERIC,COUNTY_NAME,COUNTY_NUMERIC,PRIMARY_LAT_DMS,PRIM_LONG_DMS,PRIM_LAT_DEC,PRIM_LONG_DEC,ELEV_IN_M,ELEV_IN_FT,DATE_CREATED,DATE_EDITED
373761,Lower Granite Lake,Reservoir,WA,53,Whitman,075,463938N,1172541W,46.6604369,-117.4279602,225,738,06/21/1979,""
1118771,Lake Celilo,Reservoir,WA,53,Klickitat,039,453914N,1210133W,45.6540029,-121.0259023,49,161,11/28/1980,07/17/2019
1502936,Adams Lake,Lake,WA,53,Adams,001,470438N,1180147W,47.0772544,-118.0296048,509,1670,09/10/1979,03/20/2019
1502986,Alkali Lake,Lake,WA,53,Whitman,075,470703N,1174635W,47.1176098,-117.7763631,545,1788,09/10/1979,03/21/2019
1502987,Alkali Lake,Lake,WA,53,Whitman,075,471005N,1174243W,47.1680245,-117.7119518,570,1870,09/10/1979,03/21/2019
1502988,Alkali Lake,Lake,WA,53,Adams,001,471423N,1175841W,47.2397349,-117.9781012,572,1877,09/10/1979,03/20/2019
1502989,Alkali Lake,Lake,WA,53,Okanogan,047,480745N,1191914W,48.1290399,-119.3205558,363,1191,09/10/1979,05/03/2019
1502990,Alkali Lake,Lake,WA,53,Spokane,063,472232N,1174214W,47.3754279,-117.7037989,692,2270,09/10/1979,03/20/2019
1502991,Alkali Wells,Lake,WA,53,Douglas,017,475037N,1193908W,47.8435932,-119.652115,669,2195,09/10/1979,05/03/2019
1503013,Amber Lake,Lake,WA,53,Spokane,063,472054N,1174240W,47.3483923,-117.7110627,661,2169,09/10/1979,03/20/2019
1503014,American Lake,Lake,WA,53,Pierce,053,470747N,1223347W,47.1298577,-122.5630201,73,239,09/10/1979,05/17/2019
1503015,Ames Lake,Lake,WA,53,Lincoln,043,472247N,1175210W,47.3797682,-117.8694351,667,2188,09/10/1979,03/20/2019
1503016,Ames Lake,Lake,WA,53,King,033,473825N,1215732W,47.6403102,-121.9589924,73,239,09/10/1979,05/14/2019
1503023,Ancient Lake,Lake,WA,53,Grant,025,470902N,1195642W,47.1506843,-119.9450609,252,827,09/10/1979,05/04/2019
1503037,Angle Lake,Lake,WA,53,King,033,472541N,1221709W,47.4281723,-122.2858046,107,351,09/10/1979,05/15/2019
1503043,Apex Lake,Lake,WA,53,Ferry,019,481431N,1181249W,48.2419143,-118.2135053,623,2044,09/10/1979,06/26/2019
1503047,Arbor Lake,Lake,WA,53,King,033,472935N,1221947W,47.4929389,-122.3297289,111,364,09/10/1979,05/17/2019
1503066,Arrow Lake,Lake,WA,53,King,033,472536N,1222019W,47.4266792,-122.3385873,80,262,09/10/1979,05/17/2019
1503070,Artesian Lake,Lake,WA,53,Grant,025,471506N,1191108W,47.2516009,-119.185566,378,1240,09/10/1979,05/07/2019
1503073,Ashes Lake,Lake,WA,53,Skamania,059,454026N,1215448W,45.6738609,-121.913236,28,92,09/10/1979,06/30/2021
1503077,Atkins Lake,Lake,WA,53,Douglas,017,473711N,1192843W,47.6196273,-119.4787211,722,2369,09/10/1979,05/06/2019
1503092,Babcock Ridge Lake,Lake,WA,53,Grant,025,471408N,1195531W,47.2356478,-119.9253352,388,1273,09/10/1979,05/07/2019
1503097,Bachelor Island Slough,Lake,WA,53,Clark,011,454828N,1224548W,45.8078534,-122.7632243,5,16,09/10/1979,04/03/2019
1503100,Back Lake,Lake,WA,53,Adams,001,470556N,1175914W,47.098833,-117.9873003,503,1650,09/10/1979,03/21/2019
1503109,Badger Lake,Lake,WA,53,Spokane,063,472101N,1173744W,47.3503982,-117.6287827,664,2178,09/10/1979,03/20/2019
1503116,Badlands Lakes,Lake,WA,53,Benton,005,461644N,1193556W,46.2788071,-119.5989014,257,843,09/10/1979,03/19/2019
1503120,Bailey Lake,Lake,WA,53,Spokane,063,475842N,1172238W,47.978358,-117.3772925,579,1900,09/10/1979,05/14/2019
1503124,Bailie Pond,Lake,WA,53,Franklin,021,463545N,1190004W,46.5959317,-119.0010585,266,873,09/10/1979,05/07/2019
1503132,Baker Pond,Lake,WA,53,Garfield,023,461734N,1173248W,46.2927696,-117.5467991,1227,4026,09/10/1979,03/19/2019
1503135,Baker Reservoir,Reservoir,WA,53,Whatcom,073,484103N,1224013W,48.6842506,-122.6702964,129,423,09/10/1979,04/17/2019
1503137,Balch Lake,Lake,WA,53,Klickitat,039,454302N,1211915W,45.7170917,-121.3208956,181,594,09/10/1979,09/29/2020
1503152,Ballinger Lake,Lake,WA,53,Spokane,063,472447N,1173815W,47.4131175,-117.6376313,702,2303,09/10/1979,03/20/2019
1503164,Baring Lake,Lake,WA,53,Lincoln,043,473957N,1183357W,47.6658668,-118.5658926,675,2215,09/10/1979,05/06/2019
1503167,Barker Canyon Lake,Lake,WA,53,Douglas,017,475519N,1191007W,47.9220474,-119.1685329,524,1719,09/10/1979,05/07/2019
1503180,Barnes Lake,Lake,WA,53,Thurston,067,470014N,1225458W,47.0038909,-122.9160738,48,157,09/10/1979,05/16/2019
1503184,Barney Lake,Lake,WA,53,Skagit,057,482651N,1221710W,48.4475005,-122.2860497,7,23,09/10/1979,05/14/2019
1503189,Barrett Lake,Reservoir,WA,53,Whatcom,073,485053N,1223330W,48.8481251,-122.5584283,7,23,09/10/1979,04/21/2019
1503193,Bass Lake,Lake,WA,53,Skamania,059,453904N,1215659W,45.6510963,-121.9496166,21,69,09/10/1979,03/25/2020
1503198,Batt Slough,Lake,WA,53,Snohomish,061,475332N,1220603W,47.892218,-122.1009142,4,13,09/10/1979,05/14/2019
1503209,Bay Lake,Lake,WA,53,Pierce,053,471439N,1224529W,47.244206,-122.7579453,10,33,09/10/1979,05/17/2019
1503236,Bear Lake,Lake,WA,53,Kitsap,035,472644N,1224450W,47.4454889,-122.7472265,120,394,09/10/1979,05/17/2019
1503237,Bear Lake,Lake,WA,53,Spokane,063,475532N,1172119W,47.9254314,-117.3551454,567,1860,09/10/1979,05/14/2019
1503238,Bear Lake,Lake,WA,53,Whatcom,073,485640N,1211842W,48.9445013,-121.3117787,1766,5794,09/10/1979,04/17/2019
1503261,Beaver Lake,Lake,WA,53,Skagit,057,482656N,1221308W,48.4488117,-122.2187612,11,36,09/10/1979,05/14/2019
1503262,Beaver Lake,Lake,WA,53,Columbia,013,461701N,1173915W,46.2835406,-117.6542382,729,2392,09/10/1979,03/20/2019
1503271,Bedar Lake,Lake,WA,53,Okanogan,047,480706N,1193114W,48.1182162,-119.520463,747,2451,09/10/1979,05/03/2019
1503274,Lake Beds,Lake,WA,53,Klickitat,039,460032N,1205014W,46.0090133,-120.8372895,1670,5479,09/10/1979,""
1503276,Lake Beecher,Lake,WA,53,Snohomish,061,475105N,1220524W,47.8513485,-122.090066,5,16,09/10/1979,11/18/2020
1503285,Bell Lake,Lake,WA,53,Adams,001,464926N,1181624W,46.823969,-118.2734371,448,1470,09/10/1979,05/07/2019
1503300,Bender Lake,Lake,WA,53,Lincoln,043,474444N,1185135W,47.745553,-118.8598167,608,1995,09/10/1979,05/06/2019
1503303,Benjamin Lake,Lake,WA,53,Stevens,065,475138N,1180024W,47.860663,-118.0065974,690,2264,09/10/1979,05/14/2019
1503304,Bennett Lake,Lake,WA,53,Douglas,017,474251N,1193629W,47.7142202,-119.6079254,556,1824,09/10/1979,05/06/2019
1503305,Bennett Lake,Lake,WA,53,Douglas,017,474456N,1192507W,47.7488379,-119.4186705,661,2169,09/10/1979,05/06/2019
1503309,Benson Lake,Lake,WA,53,Mason,045,472013N,1225529W,47.3368286,-122.924596,71,233,09/10/1979,05/17/2019
1503322,Berry Lake,Lake,WA,53,Whitman,075,471041N,1175718W,47.1779424,-117.9550538,575,1886,09/10/1979,03/21/2019
1503323,Berry Lakes,Lake,WA,53,Kitsap,035,473032N,1223928W,47.5088074,-122.6577014,60,197,09/10/1979,05/17/2019
1503350,Big Joes Lake,Lake,WA,53,Clallam,009,480400N,1243059W,48.0666442,-124.5163931,47,154,09/10/1979,04/09/2019
1503351,Big Lake,Lake,WA,53,Whitman,075,471434N,1175211W,47.242769,-117.869655,610,2001,09/10/1979,03/21/2019
1503352,Big Lake,Lake,WA,53,Skagit,057,482254N,1221348W,48.3815644,-122.2299996,26,85,09/10/1979,05/14/2019
1503368,Bigelow Lake,Lake,WA,53,Thurston,067,470331N,1225203W,47.0584868,-122.8676063,50,164,09/10/1979,05/17/2019
1503374,Billy Clapp Lake,Reservoir,WA,53,Grant,025,472711N,1191452W,47.45308,-119.2478696,408,1339,09/10/1979,05/07/2019
1503377,Bingaman Pond,Lake,WA,53,King,033,472053N,1221652W,47.3480387,-122.28123,89,292,09/10/1979,05/15/2019
1503393,Bitter Lake,Lake,WA,53,King,033,474336N,1222108W,47.7266234,-122.3523517,134,440,09/10/1979,05/15/2019
1503401,Black Diamond Lake,Lake,WA,53,King,033,471751N,1220103W,47.2974706,-122.0176354,166,545,09/10/1979,05/15/2019
1503404,Black Lake,Lake,WA,53,Adams,001,465436N,1191714W,46.9098934,-119.2873213,241,791,09/10/1979,05/07/2019
1503405,Black Lake,Lake,WA,53,Grant,025,471530N,1191023W,47.2583989,-119.1729283,378,1240,09/10/1979,05/07/2019
1503406,Black Lake,Lake,WA,53,Douglas,017,480644N,1190525W,48.1121639,-119.0901966,597,1959,09/10/1979,05/03/2019
1503407,Black Lake,Lake,WA,53,Thurston,067,465932N,1225841W,46.9923607,-122.978018,41,135,09/10/1979,04/09/2019
1503413,Black Rock Lake,Lake,WA,53,Grant,025,471745N,1190338W,47.2959531,-119.0605043,416,1365,09/10/1979,05/07/2019
1503451,Blue Lake,Lake,WA,53,Columbia,013,461926N,1174015W,46.3238808,-117.6709106,653,2142,09/10/1979,03/19/2019
1503452,Blue Lake,Lake,WA,53,Grant,025,473402N,1192639W,47.5672783,-119.4440658,334,1096,09/10/1979,05/07/2019
1503453,Blue Lakes,Lake,WA,53,Skamania,059,454025N,1215555W,45.6736659,-121.9319847,112,367,09/10/1979,03/31/2017
1503461,Bluff Lake,Lake,WA,53,Grant,025,473129N,1192808W,47.5247785,-119.4688415,439,1440,09/10/1979,05/07/2019
1503463,Blythe Lake,Lake,WA,53,Grant,025,465731N,1191709W,46.9586771,-119.285892,278,912,09/10/1979,05/07/2019
1503475,Bonney Lake,Lake,WA,53,Pierce,053,471120N,1221109W,47.189006,-122.1857755,186,610,09/10/1979,05/18/2019
1503476,Bonnie Lake,Lake,WA,53,Spokane,063,471652N,1173333W,47.2811526,-117.559212,547,1795,09/10/1979,03/21/2019
1503483,Lake Boren,Lake,WA,53,King,033,473158N,1220955W,47.5327051,-122.1652512,118,387,09/10/1979,05/15/2019
1503484,Bourgeau Lake,Lake,WA,53,Ferry,019,481353N,1181301W,48.2313699,-118.2169257,584,1916,09/10/1979,06/26/2019
1503485,Bos Lake,Lake,WA,53,Yakima,077,461521N,1200337W,46.2557516,-120.0602172,204,669,09/10/1979,03/19/2019
1503489,Bottomless Lake,Lake,WA,53,Skagit,057,483152N,1221339W,48.5312449,-122.2275359,56,184,09/10/1979,04/17/2019
1503499,Bower Slough,Lake,WA,53,Clark,011,454754N,1224536W,45.7984141,-122.7599891,3,10,09/10/1979,04/03/2019
1503504,Bowles Lakes,Lake,WA,53,Skamania,059,454045N,1215536W,45.6791148,-121.9265321,136,446,09/10/1979,06/30/2021
1503508,Bowman Lake,Lake,WA,53,Pierce,053,470222N,1223822W,47.0393468,-122.6395749,90,295,09/10/1979,05/15/2019
1503509,Bowman Lake,Lake,WA,53,Pierce,053,471507N,1221017W,47.2520421,-122.1714173,146,479,09/10/1979,05/18/2019
1503519,Boyles Lake,Lake,WA,53,Pierce,053,470930N,1223327W,47.1582094,-122.5574083,72,236,09/10/1979,05/17/2019
1503530,Brandenburg Marsh,Lake,WA,53,Pierce,053,470031N,1223314W,47.008722,-122.5539468,93,305,09/10/1979,05/15/2019
1503536,Breaker Lake,Lake,WA,53,Pacific,049,462247N,1240250W,46.379652,-124.047141,4,13,09/10/1979,05/06/2019
1503540,Bridgeman Pond,Lake,WA,53,Yakima,077,461443N,1200100W,46.2452614,-120.0166984,199,653,09/10/1979,03/19/2019
1503552,Briscoe Lake,Lake,WA,53,Pacific,049,462308N,1240308W,46.3855698,-124.052111,4,13,09/10/1979,05/06/2019
1503562,Brook Lake,Lake,WA,53,King,033,471704N,1221932W,47.2844512,-122.3255685,61,200,09/10/1979,05/17/2019
1503563,Brook Lake,Lake,WA,53,Grant,025,472607N,1191509W,47.4353993,-119.25256,379,1243,09/10/1979,05/06/2019
1503579,Browns Lake,Lake,WA,53,Pend Oreille,051,482619N,1171130W,48.4386079,-117.1916955,1041,3415,09/10/1979,07/10/2019
1503580,Browns Lake,Lake,WA,53,Lincoln,043,472701N,1183816W,47.4502139,-118.6377734,515,1690,09/10/1979,05/06/2019
1503592,Lake Bryan,Reservoir,WA,53,Whitman,075,463515N,1180134W,46.5873693,-118.0260593,195,640,12/31/1992,""
1503594,Bryant Lake,Lake,WA,53,Snohomish,061,481403N,1220902W,48.2341586,-122.1505297,45,148,09/10/1979,05/14/2019
1503602,Buck Lake,Lake,WA,53,Kitsap,035,475438N,1223334W,47.9106557,-122.5594301,42,138,09/10/1979,05/17/2019
1503603,Buck Lake,Lake,WA,53,Douglas,017,475801N,1192035W,47.9670716,-119.3429405,675,2215,09/10/1979,05/03/2019
1503622,Buckmire Slough,Lake,WA,53,Clark,011,454150N,1224355W,45.6973426,-122.7318539,3,10,09/10/1979,04/03/2019
1503627,Buffalo Lake,Lake,WA,53,Okanogan,047,480351N,1185317W,48.0641527,-118.8881923,736,2415,09/10/1979,05/03/2019
1503630,Buffingtons Lagoon,Lake,WA,53,Mason,045,471409N,1225148W,47.2358521,-122.8634545,1,3,09/10/1979,05/17/2019
1503633,Bulgarians Lake,Lake,WA,53,Lincoln,043,472428N,1184909W,47.407655,-118.8192272,511,1676,09/10/1979,05/06/2019
1503640,Bunchgrass Lake,Lake,WA,53,Pend Oreille,051,484154N,1171029W,48.6984197,-117.1747148,1518,4980,09/10/1979,09/15/2019
1503645,Bunn Lake,Lake,WA,53,Spokane,063,472259N,1174239W,47.3829752,-117.7109017,671,2201,09/10/1979,03/20/2019
1503650,Burien Lake,Lake,WA,53,King,033,472753N,1222113W,47.4646781,-122.3537136,98,322,09/10/1979,05/17/2019
1503654,Burke Lake,Lake,WA,53,Grant,025,470800N,1195504W,47.1334717,-119.9177982,363,1191,09/10/1979,05/04/2019
1503689,Butterworth Reservoir,Reservoir,WA,53,Pierce,053,471224N,1224130W,47.2065762,-122.6916111,23,75,09/10/1979,05/17/2019
1503698,Cabin Lake,Lake,WA,53,Grant,025,470233N,1195648W,47.0426052,-119.9466551,375,1230,09/10/1979,05/04/2019
1503708,Cain Lake,Lake,WA,53,Whatcom,073,483859N,1221946W,48.6497091,-122.3293093,121,397,09/10/1979,04/17/2019
1503712,Caliche Lakes,Lake,WA,53,Grant,025,470153N,1195540W,47.0314435,-119.927655,360,1181,09/10/1979,05/04/2019
1503756,Campbell Lake,Lake,WA,53,Adams,001,465414N,1191015W,46.9038116,-119.1708087,297,974,09/10/1979,05/07/2019
1503757,Campbell Lake,Lake,WA,53,Spokane,063,472543N,1173743W,47.4286339,-117.6285999,701,2300,09/10/1979,03/20/2019
1503758,Campbell Lake,Lake,WA,53,Clark,011,454621N,1224507W,45.7724663,-122.7518202,3,10,09/10/1979,04/03/2019
1503759,Campbell Pond,Lake,WA,53,Whitman,075,471115N,1174126W,47.1875372,-117.6905276,598,1962,09/10/1979,03/21/2019
1503763,Lake Campbell,Lake,WA,53,Skagit,057,482625N,1223634W,48.44024,-122.6094649,15,49,09/10/1979,05/17/2019
1503767,Canal Lake,Lake,WA,53,Grant,025,465534N,1191101W,46.9259808,-119.1835055,301,988,09/10/1979,05/07/2019
1503771,Cannery Lake,Lake,WA,53,Skagit,057,483025N,1224054W,48.5070436,-122.6815509,4,13,09/10/1979,04/17/2019
1503782,Canvasback Lake,Lake,WA,53,Clark,011,454937N,1224637W,45.8268192,-122.7769,3,10,09/10/1979,04/03/2019
1503812,Carp Lake,Lake,WA,53,Klickitat,039,455506N,1205256W,45.9184595,-120.8823298,755,2477,09/10/1979,03/14/2019
1503813,Carp Lake,Lake,WA,53,Pierce,053,470905N,1223347W,47.1513969,-122.5629447,69,226,09/10/1979,05/17/2019
1503814,Carp Lake,Lake,WA,53,Lincoln,043,474750N,1180624W,47.7971724,-118.1065824,581,1906,09/10/1979,05/14/2019
1503815,Carp Lake,Lake,WA,53,Island,029,481229N,1223035W,48.2079958,-122.5096101,128,420,09/10/1979,05/17/2019
1503818,Carpenter Lake,Lake,WA,53,Lincoln,043,473150N,1184931W,47.5305714,-118.8252916,545,1788,09/10/1979,05/06/2019
1503819,Carpenter Lake,Lake,WA,53,Kitsap,035,474816N,1223114W,47.8043616,-122.5206416,12,39,09/10/1979,05/17/2019
1503820,Carpenters Lake,Lake,WA,53,Skamania,059,453938N,1215832W,45.6606447,-121.9755497,186,610,09/10/1979,03/25/2020
1503829,Carter Lake,Lake,WA,53,Pierce,053,470757N,1223129W,47.1325625,-122.5248287,79,259,09/10/1979,05/17/2019
1503832,Carter Pond,Lake,WA,53,Kitsap,035,473458N,1224218W,47.5827536,-122.7050084,71,233,09/10/1979,05/17/2019
1503834,Carty Lake,Lake,WA,53,Clark,011,454936N,1224509W,45.8267555,-122.7526169,4,13,09/10/1979,04/03/2019
1503839,Cascade Lake,Lake,WA,53,Grant,025,470757N,1195604W,47.1323858,-119.9343371,329,1079,09/10/1979,05/04/2019
1503854,Castle Rock Lake,Lake,WA,53,Whitman,075,471144N,1173919W,47.195518,-117.6552867,588,1929,09/10/1979,03/21/2019
1503857,Cat Lakes,Lake,WA,53,Thurston,067,465808N,1224109W,46.9688674,-122.6857977,139,456,09/10/1979,05/15/2019
1503859,Catfish Lake,Lake,WA,53,Mason,045,472158N,1225030W,47.3659905,-122.8417473,21,69,09/10/1979,05/17/2019
1503881,Cedar Lake,Lake,WA,53,Whatcom,073,484040N,1222658W,48.677798,-122.449411,469,1539,09/10/1979,04/21/2019
1503902,Chain Lake,Reservoir,WA,53,Pend Oreille,051,480318N,1171311W,48.0549489,-117.2198456,588,1929,09/10/1979,05/14/2019
1503903,Chamberlain Lake,Lake,WA,53,Klickitat,039,454209N,1211815W,45.702373,-121.3040428,24,79,09/10/1979,03/14/2019
1503907,Chambers Lake,Lake,WA,53,Thurston,067,470131N,1225020W,47.0253986,-122.8388916,62,203,09/10/1979,05/16/2019
1503924,Charlton Lake,Lake,WA,53,Pierce,053,471005N,1222747W,47.1680324,-122.4629431,86,282,09/10/1979,05/17/2019
1503926,Chase Lake,Lake,WA,53,Snohomish,061,474751N,1222049W,47.7975137,-122.3470246,120,394,09/10/1979,05/15/2019
1503978,Chukar Lake,Lake,WA,53,Grant,025,465727N,1191624W,46.9574285,-119.273223,277,909,09/10/1979,05/07/2019
1503988,Clam Lake,Lake,WA,53,Pacific,049,462330N,1240218W,46.3917959,-124.0384488,4,13,09/10/1979,05/06/2019
1503993,Clark Lake,Lake,WA,53,King,033,472300N,1221030W,47.3832638,-122.1748826,130,427,09/10/1979,05/15/2019
1503997,Clark Pond,Lake,WA,53,Franklin,021,463117N,1190417W,46.5212516,-119.0712754,231,758,09/10/1979,05/07/2019
1504007,Clear Lake,Lake,WA,53,Skagit,057,482737N,1221331W,48.4601534,-122.2251804,11,36,09/10/1979,05/14/2019
1504008,Clear Lake,Lake,WA,53,Lincoln,043,471710N,1180020W,47.2862189,-118.0056824,591,1939,09/10/1979,03/20/2019
1504009,Clear Lake,Lake,WA,53,Spokane,063,472140N,1174821W,47.3612096,-117.8059325,664,2178,09/10/1979,03/20/2019
1504010,Clear Lake,Lake,WA,53,Spokane,063,473139N,1174140W,47.5275265,-117.6944839,714,2342,09/10/1979,05/06/2019
1504011,Clear Lake,Lake,WA,53,Douglas,017,475843N,1191615W,47.9787034,-119.2707168,739,2425,09/10/1979,05/03/2019
1504019,Cliff Lake,Lake,WA,53,Grant,025,470802N,1195624W,47.1338894,-119.940053,327,1073,09/10/1979,05/04/2019
1504045,Cockleburr Lake,Lake,WA,53,Yakima,077,461333N,1200047W,46.2259276,-120.0130482,199,653,09/10/1979,03/19/2019
1504048,Coffeepot Lake,Lake,WA,53,Lincoln,043,472921N,1183419W,47.4891539,-118.5718686,554,1818,09/10/1979,05/06/2019
1504051,Cohassett Lake,Lake,WA,53,Grays Harbor,027,465220N,1240625W,46.8723533,-124.1070341,3,10,09/10/1979,05/20/2019
1504102,Conklin Lake,Lake,WA,53,Pend Oreille,051,481614N,1171110W,48.2705808,-117.1861602,652,2139,09/10/1979,05/16/2019
1504107,Connor Lake,Lake,WA,53,Snohomish,061,480118N,1220203W,48.0216783,-122.0340293,58,190,09/10/1979,05/14/2019
1504122,Cooks Lake,Lake,WA,53,Pend Oreille,051,482036N,1171021W,48.3432904,-117.1724508,937,3074,09/10/1979,05/16/2019
1504146,Cormana Lake,Lake,WA,53,Lincoln,043,472814N,1182729W,47.4704699,-118.4579696,621,2037,09/10/1979,05/06/2019
1504152,Corral Lake,Lake,WA,53,Grant,025,465750N,1191811W,46.9639322,-119.3029358,292,958,09/10/1979,05/07/2019
1504156,Cossalman Lake,Lake,WA,53,Spokane,063,472614N,1173558W,47.4372739,-117.5994329,702,2303,09/10/1979,03/20/2019
1504157,Cottage Lake,Lake,WA,53,King,033,474511N,1220518W,47.7531739,-122.0882987,72,236,09/10/1979,05/15/2019
1504198,Coulee Lake,Lake,WA,53,Grant,025,473656N,1191837W,47.6156764,-119.3101446,468,1535,09/10/1979,05/07/2019
1504220,Cox Lake,Lake,WA,53,Okanogan,047,481222N,1185341W,48.2060525,-118.8947634,784,2572,09/10/1979,05/03/2019
1504242,Crabapple Lake,Lake,WA,53,Snohomish,061,480755N,1221623W,48.1320141,-122.2731714,125,410,09/10/1979,05/17/2019
1504248,Cranberry Lake,Lake,WA,53,Pacific,049,462415N,1240213W,46.4042151,-124.0368872,5,16,09/10/1979,05/06/2019
1504249,Cranberry Lake,Lake,WA,53,Island,029,480837N,1222932W,48.1437212,-122.4921182,79,259,09/10/1979,05/17/2019
1504250,Cranberry Lake,Lake,WA,53,Island,029,482339N,1223921W,48.3940954,-122.6557777,3,10,09/10/1979,05/17/2019
1504254,Crane Lake,Lake,WA,53,Adams,001,470600N,1180400W,47.100056,-118.0666001,522,1713,09/10/1979,03/20/2019
1504258,Crater Lake,Lake,WA,53,Grant,025,471435N,1195641W,47.2431773,-119.9446862,378,1240,09/10/1979,05/07/2019
1504261,Cree Lake,Lake,WA,53,Grant,025,470658N,1195500W,47.1160443,-119.9166552,373,1224,09/10/1979,05/04/2019
1504269,Crescent Lake,Lake,WA,53,Grant,025,465527N,1191018W,46.9242823,-119.1717574,304,997,09/10/1979,05/07/2019
1504270,Crescent Lake,Lake,WA,53,Pierce,053,472331N,1223407W,47.3918608,-122.5685606,52,171,09/10/1979,05/17/2019
1504279,Crockett Lake,Lake,WA,53,Island,029,481001N,1223944W,48.167057,-122.6622803,0,0,09/10/1979,05/17/2019
1504289,Crowfoot Lake,Lake,WA,53,Okanogan,047,481012N,1193126W,48.1699528,-119.5238944,736,2415,09/10/1979,05/08/2019
1504295,Crystal Lake,Lake,WA,53,Grant,025,470748N,1195606W,47.1299062,-119.9351148,358,1175,09/10/1979,05/04/2019
1504301,Cummings Lake,Lake,WA,53,Snohomish,061,480726N,1222051W,48.123788,-122.3475344,116,381,09/10/1979,05/14/2019
1504302,Cup Lake,Lake,WA,53,Grant,025,470753N,1195611W,47.1314549,-119.9363085,347,1138,09/10/1979,05/04/2019
1504306,Curtis Lake,Lake,WA,53,Clark,011,454348N,1224423W,45.729923,-122.7397068,3,10,09/10/1979,04/03/2019
1504314,Dailman Lake,Lake,WA,53,Pierce,053,470121N,1223104W,47.0223645,-122.517857,97,318,09/10/1979,05/15/2019
1504343,Davis Lake,Lake,WA,53,Spokane,063,474625N,1174339W,47.7736063,-117.7273799,745,2444,09/10/1979,05/14/2019
1504354,Day Lake,Lake,WA,53,San Juan,055,484139N,1225108W,48.694199,-122.8522409,380,1247,09/10/1979,04/21/2019
1504359,Lake de Balon,Lake,WA,53,Pierce,053,470403N,1223041W,47.0674751,-122.5113342,96,315,09/10/1979,05/15/2019
1504363,Dead Lake,Lake,WA,53,Clark,011,453606N,1222440W,45.6016498,-122.4112291,56,184,09/10/1979,04/01/2019
1504364,Dead Mans Lake,Lake,WA,53,Spokane,063,475920N,1172215W,47.9888929,-117.3709457,597,1959,09/10/1979,05/14/2019
1504394,Deep Lake,Lake,WA,53,Franklin,021,464112N,1181532W,46.686555,-118.2589961,298,978,09/10/1979,03/20/2019
1504395,Deep Lake,Lake,WA,53,Thurston,067,465427N,1225445W,46.9074104,-122.9124988,61,200,09/10/1979,04/09/2019
1504396,Deep Lake,Lake,WA,53,Kitsap,035,472912N,1223807W,47.486531,-122.6353904,60,197,09/10/1979,05/17/2019
1504397,Deep Lake,Lake,WA,53,Okanogan,047,481131N,1193604W,48.1918184,-119.6011439,651,2136,09/10/1979,05/08/2019
1504416,Deer Lake,Lake,WA,53,Pacific,049,462254N,1240221W,46.3815282,-124.0392023,4,13,09/10/1979,05/06/2019
1504417,Deer Lake,Lake,WA,53,Island,029,475827N,1222303W,47.9742424,-122.3840324,108,354,09/10/1979,05/17/2019
1504458,Devils Lake,Lake,WA,53,Whitman,075,464151N,1181205W,46.6975426,-118.2012669,301,988,09/10/1979,03/20/2019
1504459,Devils Lake,Lake,WA,53,Snohomish,061,474801N,1220231W,47.8001592,-122.0419946,137,449,09/10/1979,05/14/2019
1504460,Devils Lake,Lake,WA,53,Skagit,057,482133N,1221447W,48.3590503,-122.246381,255,837,09/10/1979,05/14/2019
1504514,Dot Lake,Lake,WA,53,Grant,025,470743N,1195618W,47.1286176,-119.9384305,355,1165,09/10/1979,05/04/2019
1504530,Doyle Pond,Lake,WA,53,Pierce,053,472245N,1224345W,47.3790786,-122.7290479,70,230,09/10/1979,05/17/2019
1504537,Drano Lake,Lake,WA,53,Skamania,059,454248N,1213811W,45.713387,-121.6363772,24,79,09/10/1979,10/10/2019
1504538,Draper Lake,Lake,WA,53,Lincoln,043,473542N,1184346W,47.5948891,-118.7295078,584,1916,09/10/1979,05/06/2019
1504569,Dry Lake,Lake,WA,53,Island,029,480920N,1223003W,48.1555021,-122.5009,98,322,09/10/1979,05/17/2019
1504576,Duck Lake,Lake,WA,53,Grays Harbor,027,465748N,1240826W,46.9633717,-124.1405211,3,10,09/10/1979,05/20/2019
1504577,Duck Lake,Lake,WA,53,Whitman,075,470516N,1174525W,47.0878677,-117.7568554,526,1726,09/10/1979,03/21/2019
1504578,Duck Lake,Lake,WA,53,Lincoln,043,472334N,1183615W,47.3929021,-118.6041431,525,1722,09/10/1979,05/06/2019
1504579,Duck Lake,Lake,WA,53,Spokane,063,473239N,1173819W,47.5441936,-117.6385466,733,2405,09/10/1979,03/20/2019
1504580,Duck Lake,Lake,WA,53,Skagit,057,483536N,1224234W,48.5933835,-122.7094104,90,295,12/31/1992,04/17/2019
1504584,Duley Lake,Lake,WA,53,Douglas,017,480141N,1192440W,48.0280416,-119.4112187,679,2228,09/10/1979,05/03/2019
1504592,Dunning Lake,Lake,WA,53,Lincoln,043,474420N,1182856W,47.7388586,-118.4823499,731,2398,09/10/1979,05/06/2019
1504596,Durk Lake,Lake,WA,53,Douglas,017,474047N,1192133W,47.6797384,-119.3590971,748,2454,09/10/1979,05/06/2019
1504598,Dusty Lake,Lake,WA,53,Grant,025,470817N,1195648W,47.1379364,-119.9467163,255,837,09/10/1979,05/04/2019
